applicant_id,jurisdiction,age,age_group,gender,protected_group,income,employment_status,credit_score,debt_to_income,loan_amount,loan_term_months,loan_purpose,prior_default,region_risk_score,default_next_12m,model_score,approved,manual_review,decision_reason_1,decision_reason_2
APP-00193,UK,44,35-49,Male,0,41600,Self-employed,795,0.219,91808,24,Home improvement,0,0.703,0,0.0255,1,0,Approved,Approved
APP-00194,EU,31,25-34,Female,0,69104,Full-time,645,0.177,34600,12,Home improvement,0,0.705,0,0.0655,1,0,Approved,Approved
APP-00195,EU,54,50-64,Male,1,50656,Full-time,537,0.629,100080,60,Home improvement,1,0.374,1,0.7951,0,0,Low credit score,Prior default history
APP-00196,UK,63,50-64,Male,0,92079,Self-employed,638,0.136,75446,12,Credit card consolidation,0,0.44,0,0.0341,1,0,Approved,Approved
APP-00197,US,22,18-24,Female,0,32343,Full-time,703,0.367,22849,36,Home improvement,0,0.314,0,0.0721,1,0,Approved,Approved
APP-00198,US,62,50-64,Female,1,54979,Full-time,672,0.446,14098,36,Education,0,0.581,0,0.1472,1,0,Approved,Approved
APP-00199,EU,58,50-64,Male,1,82544,Full-time,685,0.309,24230,36,Home improvement,0,0.433,0,0.0632,1,0,Approved,Approved
APP-00200,Singapore,43,35-49,Male,1,86207,Part-time,637,0.377,11587,60,Home improvement,0,0.631,0,0.1832,1,1,Approved,Approved
APP-00201,Singapore,22,18-24,Female,1,70356,Full-time,696,0.518,110471,12,Auto,0,0.439,0,0.1308,1,0,Approved,Approved
APP-00202,US,42,35-49,Male,1,88755,Full-time,699,0.524,66641,36,Education,0,0.39,0,0.1121,1,0,Approved,Approved
APP-00203,EU,58,50-64,Female,0,44227,Full-time,540,0.509,30390,24,Education,1,0.439,0,0.6412,0,0,Low credit score,Prior default history
APP-00204,EU,63,50-64,Male,1,18000,Part-time,701,0.144,80050,48,Home improvement,0,0.232,0,0.0398,1,0,Approved,Approved
APP-00205,Singapore,20,18-24,Female,0,110754,Full-time,780,0.438,57004,48,Personal,0,0.394,0,0.0347,1,0,Approved,Approved
APP-00206,US,23,18-24,Female,1,48651,Full-time,680,0.427,61625,36,Auto,0,0.551,0,0.1368,1,0,Approved,Approved
APP-00207,US,42,35-49,Male,1,75608,Self-employed,714,0.064,15427,36,Auto,0,0.529,0,0.018,1,0,Approved,Approved
APP-00208,EU,40,35-49,Female,0,79928,Full-time,540,0.231,33671,60,Education,0,0.493,0,0.1606,1,0,Approved,Approved
APP-00209,US,59,50-64,Male,0,118321,Full-time,690,0.195,24003,48,Education,0,0.634,0,0.0365,1,0,Approved,Approved
APP-00210,EU,18,18-24,Male,0,63060,Full-time,643,0.271,91406,60,Personal,0,0.412,0,0.0809,1,0,Approved,Approved
APP-00211,US,47,35-49,Female,0,66673,Full-time,633,0.341,145225,60,Credit card consolidation,0,0.449,0,0.1236,1,0,Approved,Approved
APP-00212,US,57,50-64,Female,0,77327,Full-time,808,0.235,42738,24,Auto,0,0.608,0,0.0184,1,0,Approved,Approved
APP-00213,UK,49,35-49,Female,0,39822,Full-time,716,0.497,37653,48,Auto,0,0.529,0,0.1465,1,0,Approved,Approved
APP-00214,Singapore,32,25-34,Male,0,25867,Full-time,653,0.053,29422,36,Home improvement,1,0.345,0,0.0824,1,0,Approved,Approved
APP-00215,US,32,25-34,Male,0,62351,Self-employed,642,0.355,127478,60,Auto,0,0.407,0,0.1275,1,0,Approved,Approved
APP-00216,US,72,65+,Female,0,41513,Full-time,772,0.198,63618,24,Education,0,0.874,0,0.0338,1,0,Approved,Approved
APP-00217,US,69,65+,Male,0,99844,Full-time,694,0.135,51339,24,Education,0,0.73,0,0.0319,1,0,Approved,Approved
APP-00218,US,58,50-64,Male,1,88613,Part-time,832,0.268,17310,48,Auto,0,0.669,0,0.0221,1,0,Approved,Approved
APP-00219,EU,46,35-49,Female,0,51198,Full-time,764,0.263,46112,24,Home improvement,0,0.244,0,0.0229,1,0,Approved,Approved
APP-00220,EU,53,50-64,Male,1,68292,Full-time,664,0.118,11054,24,Personal,0,0.835,0,0.0485,1,0,Approved,Approved
APP-00221,UK,26,25-34,Male,1,18000,Part-time,581,0.1,13063,48,Home improvement,1,0.284,0,0.2042,0,1,Prior default history,Low credit score
APP-00222,EU,35,35-49,Male,0,122150,Part-time,740,0.179,55340,48,Personal,0,0.414,0,0.0191,1,0,Approved,Approved
APP-00223,EU,47,35-49,Female,0,18000,Unemployed,720,0.388,13011,60,Home improvement,0,0.387,0,0.1109,1,0,Approved,Approved
APP-00224,Singapore,38,35-49,Female,0,46507,Full-time,700,0.154,80108,60,Credit card consolidation,1,0.319,0,0.0712,1,0,Approved,Approved
APP-00225,UK,45,35-49,Female,1,42441,Full-time,522,0.333,14967,36,Small business,0,0.254,0,0.2501,0,0,Low credit score,High debt-to-income ratio
APP-00226,US,34,25-34,Male,0,48327,Self-employed,676,0.068,42167,60,Personal,0,0.803,0,0.041,1,0,Approved,Approved
APP-00227,US,48,35-49,Female,1,60281,Full-time,627,0.519,47994,36,Auto,0,0.524,0,0.2707,0,0,High debt-to-income ratio,Low credit score
APP-00228,UK,40,35-49,Male,1,57621,Full-time,700,0.176,82686,36,Credit card consolidation,0,0.46,0,0.0313,1,0,Approved,Approved
APP-00229,EU,21,18-24,Male,0,21459,Full-time,588,0.551,63813,36,Personal,1,0.512,1,0.6314,0,0,Prior default history,Low credit score
APP-00230,EU,49,35-49,Female,0,69320,Self-employed,761,0.068,30883,60,Home improvement,0,0.523,0,0.0139,1,0,Approved,Approved
APP-00231,US,23,18-24,Male,1,26926,Full-time,646,0.731,7131,60,Home improvement,0,0.934,0,0.6138,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-00232,US,51,50-64,Female,0,48928,Full-time,764,0.323,14172,36,Credit card consolidation,0,0.431,0,0.0322,1,0,Approved,Approved
APP-00233,Singapore,42,35-49,Male,0,30711,Full-time,704,0.199,28511,36,Credit card consolidation,1,0.711,0,0.1207,1,0,Approved,Approved
APP-00234,UK,51,50-64,Female,0,85496,Full-time,692,0.513,19065,36,Home improvement,0,0.368,0,0.1229,1,0,Approved,Approved
APP-00235,US,74,65+,Female,1,25446,Full-time,641,0.351,11758,48,Personal,0,0.311,0,0.1218,1,0,Approved,Approved
APP-00236,EU,68,65+,Male,1,30325,Self-employed,677,0.324,21767,60,Auto,1,0.652,1,0.2763,0,0,Prior default history,Elevated regional portfolio risk
APP-00237,EU,49,35-49,Male,0,49140,Full-time,660,0.24,215206,36,Auto,0,0.433,0,0.0806,1,0,Approved,Approved
APP-00238,US,32,25-34,Female,0,31260,Full-time,647,0.536,16764,36,Small business,0,0.545,0,0.2735,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-00239,US,53,50-64,Female,1,50954,Full-time,528,0.351,19935,36,Auto,0,0.48,0,0.3032,0,0,Low credit score,High debt-to-income ratio
APP-00240,EU,56,50-64,Female,0,125079,Self-employed,673,0.536,39313,36,Auto,1,0.602,0,0.3399,0,0,Prior default history,High debt-to-income ratio
APP-00241,Singapore,29,25-34,Male,0,143925,Full-time,789,0.268,17397,48,Home improvement,0,0.411,0,0.0143,1,0,Approved,Approved
APP-00242,EU,53,50-64,Male,0,65280,Full-time,737,0.544,126651,60,Education,0,0.574,0,0.1409,1,0,Approved,Approved
APP-00243,EU,74,65+,Male,1,62051,Part-time,641,0.402,50746,60,Education,0,0.496,0,0.187,1,1,Approved,Approved
APP-00244,EU,32,25-34,Female,0,149401,Full-time,692,0.385,117657,48,Home improvement,0,0.72,0,0.0862,1,0,Approved,Approved
APP-00245,US,43,35-49,Male,0,27868,Full-time,605,0.141,15926,36,Auto,0,0.343,0,0.0722,1,0,Approved,Approved
APP-00246,EU,22,18-24,Female,0,92122,Full-time,747,0.273,47292,36,Auto,0,0.264,0,0.0229,1,0,Approved,Approved
APP-00247,US,45,35-49,Female,1,63373,Full-time,533,0.175,75279,48,Home improvement,0,0.611,0,0.1846,1,1,Approved,Approved
APP-00248,Singapore,56,50-64,Male,0,92299,Self-employed,789,0.483,46353,24,Credit card consolidation,0,0.236,0,0.0308,1,0,Approved,Approved
APP-00249,Singapore,37,35-49,Male,0,81376,Full-time,709,0.138,126357,24,Small business,0,0.333,0,0.022,1,0,Approved,Approved
APP-00250,US,60,50-64,Male,0,65751,Full-time,676,0.166,84336,36,Education,0,0.795,1,0.0582,1,0,Approved,Approved
APP-00251,EU,24,18-24,Male,1,97787,Full-time,703,0.565,29345,48,Education,0,0.511,0,0.1357,1,0,Approved,Approved
APP-00252,US,19,18-24,Female,1,18128,Unemployed,512,0.279,35558,48,Credit card consolidation,0,0.38,0,0.2879,0,0,Low credit score,Income insufficient for requested loan
APP-00253,US,74,65+,Male,0,79378,Self-employed,625,0.413,115089,60,Personal,1,0.686,0,0.4219,0,0,Prior default history,Elevated regional portfolio risk
APP-00254,EU,19,18-24,Male,0,54913,Full-time,751,0.23,15088,48,Personal,0,0.64,0,0.0316,1,0,Approved,Approved
APP-00255,EU,25,25-34,Male,1,114970,Full-time,687,0.311,127870,36,Home improvement,0,0.05,0,0.035,1,0,Approved,Approved
APP-00256,EU,58,50-64,Male,0,26564,Full-time,696,0.02,59715,36,Education,0,0.458,0,0.021,1,0,Approved,Approved
APP-00257,US,42,35-49,Male,1,53394,Full-time,549,0.29,38684,60,Credit card consolidation,0,0.592,0,0.2198,0,1,Low credit score,Elevated regional portfolio risk
APP-00258,EU,53,50-64,Male,1,71792,Full-time,743,0.479,6745,60,Credit card consolidation,1,0.266,0,0.147,1,0,Approved,Approved
APP-00259,US,47,35-49,Female,0,58066,Full-time,665,0.08,40482,60,Home improvement,0,0.203,0,0.027,1,0,Approved,Approved
APP-00260,US,65,65+,Female,1,50710,Self-employed,540,0.144,22036,36,Small business,0,0.79,0,0.1814,1,1,Approved,Approved
APP-00261,UK,65,65+,Female,0,82241,Full-time,706,0.355,108400,36,Home improvement,0,0.316,0,0.0611,1,0,Approved,Approved
APP-00262,US,37,35-49,Female,0,40788,Full-time,729,0.226,57199,60,Small business,1,0.488,0,0.107,1,0,Approved,Approved
APP-00263,US,19,18-24,Female,0,74362,Full-time,681,0.239,32085,36,Personal,0,0.485,0,0.045,1,0,Approved,Approved
APP-00264,Singapore,30,25-34,Male,0,84432,Self-employed,776,0.3,25410,48,Personal,0,0.314,0,0.0196,1,0,Approved,Approved
APP-00265,EU,53,50-64,Female,1,57724,Full-time,733,0.17,31687,60,Home improvement,0,0.621,0,0.0353,1,0,Approved,Approved
APP-00266,UK,35,35-49,Male,1,43503,Full-time,572,0.208,49418,60,Credit card consolidation,0,0.458,0,0.1234,1,0,Approved,Approved
APP-00267,EU,36,35-49,Male,1,47114,Full-time,833,0.102,26793,48,Education,0,0.285,0,0.006,1,0,Approved,Approved
APP-00268,US,32,25-34,Female,0,37932,Full-time,669,0.31,90694,48,Small business,0,0.297,0,0.0826,1,0,Approved,Approved
APP-00269,EU,66,65+,Female,0,102799,Full-time,736,0.365,332038,36,Credit card consolidation,0,0.645,0,0.0654,1,0,Approved,Approved
APP-00270,US,62,50-64,Female,1,49343,Full-time,539,0.436,39452,84,Education,0,0.325,0,0.3511,0,0,Low credit score,High debt-to-income ratio
APP-00271,EU,46,35-49,Male,1,33736,Full-time,593,0.211,14009,84,Home improvement,0,0.728,0,0.1838,1,1,Approved,Approved
APP-00272,EU,64,50-64,Female,1,32804,Full-time,664,0.568,69703,36,Personal,0,0.419,0,0.2406,0,0,High debt-to-income ratio,Income insufficient for requested loan
APP-00273,EU,71,65+,Male,0,38364,Full-time,575,0.292,75729,60,Auto,0,0.546,0,0.2319,0,0,Low credit score,Elevated regional portfolio risk
APP-00274,US,46,35-49,Male,0,42777,Full-time,564,0.303,14922,36,Small business,0,0.488,1,0.207,0,1,Low credit score,Elevated regional portfolio risk
APP-00275,US,38,35-49,Male,0,60962,Self-employed,771,0.394,18243,48,Auto,0,0.496,0,0.0484,1,0,Approved,Approved
APP-00276,EU,64,50-64,Male,0,55479,Full-time,758,0.473,47810,60,Personal,0,0.503,0,0.0835,1,0,Approved,Approved
APP-00277,EU,55,50-64,Female,0,37131,Full-time,586,0.148,49422,36,Home improvement,0,0.477,0,0.1023,1,0,Approved,Approved
APP-00278,EU,60,50-64,Female,1,31158,Self-employed,449,0.226,15379,24,Credit card consolidation,0,0.522,0,0.319,0,0,Low credit score,Elevated regional portfolio risk
APP-00279,Singapore,62,50-64,Female,0,42193,Full-time,529,0.258,25715,48,Auto,0,0.459,0,0.2387,0,0,Low credit score,Elevated regional portfolio risk
APP-00280,US,28,25-34,Male,0,36629,Full-time,718,0.103,15474,36,Home improvement,0,0.473,0,0.0242,1,0,Approved,Approved
APP-00281,US,54,50-64,Female,1,81551,Full-time,694,0.062,52488,36,Education,0,0.496,0,0.0198,1,0,Approved,Approved
APP-00282,EU,21,18-24,Female,1,60448,Part-time,680,0.515,33434,60,Small business,0,0.183,0,0.1536,1,0,Approved,Approved
APP-00283,Singapore,54,50-64,Female,0,39278,Full-time,696,0.331,28599,36,Credit card consolidation,0,0.524,0,0.0727,1,0,Approved,Approved
APP-00284,EU,57,50-64,Female,1,18000,Full-time,777,0.156,32827,48,Education,0,0.605,0,0.0231,1,0,Approved,Approved
APP-00285,US,66,65+,Female,0,43348,Full-time,628,0.112,51738,48,Personal,0,0.771,0,0.0799,1,0,Approved,Approved
APP-00286,EU,25,25-34,Male,0,118608,Full-time,635,0.056,36136,48,Personal,0,0.513,0,0.0271,1,0,Approved,Approved
APP-00287,EU,32,25-34,Male,0,48799,Full-time,740,0.102,95731,60,Auto,0,0.602,0,0.0255,1,0,Approved,Approved
APP-00288,US,53,50-64,Male,1,28861,Full-time,612,0.438,25616,36,Auto,0,0.535,0,0.2615,0,0,Low credit score,High debt-to-income ratio
APP-00289,US,35,35-49,Female,1,101632,Full-time,624,0.451,48863,36,Personal,0,0.404,0,0.1453,1,0,Approved,Approved
APP-00290,EU,20,18-24,Female,1,93130,Self-employed,834,0.413,12908,36,Auto,0,0.479,0,0.0225,1,0,Approved,Approved
APP-00291,US,64,50-64,Male,0,65355,Self-employed,850,0.41,6025,12,Personal,0,0.454,0,0.0192,1,0,Approved,Approved
APP-00292,US,69,65+,Male,0,87128,Full-time,635,0.117,13082,36,Small business,0,0.522,0,0.0479,1,0,Approved,Approved
APP-00293,Singapore,33,25-34,Female,1,36560,Self-employed,718,0.208,65267,36,Credit card consolidation,0,0.652,0,0.0396,1,0,Approved,Approved
APP-00294,Singapore,29,25-34,Male,0,37011,Part-time,657,0.338,88490,84,Home improvement,0,0.467,0,0.1617,1,0,Approved,Approved
APP-00295,EU,32,25-34,Female,0,154538,Full-time,749,0.267,24059,60,Credit card consolidation,0,0.344,0,0.0159,1,0,Approved,Approved
APP-00296,EU,27,25-34,Male,1,18388,Unemployed,722,0.254,65620,36,Auto,0,0.773,0,0.0884,1,0,Approved,Approved
APP-00297,US,18,18-24,Female,0,90618,Self-employed,690,0.182,101881,24,Auto,0,0.583,0,0.036,1,0,Approved,Approved
APP-00298,Singapore,56,50-64,Female,1,94589,Full-time,767,0.264,58484,48,Personal,0,0.514,0,0.0249,1,0,Approved,Approved
APP-00299,Singapore,68,65+,Female,0,49849,Full-time,762,0.235,16020,24,Education,0,0.307,0,0.0203,1,0,Approved,Approved
APP-00300,EU,74,65+,Male,0,31530,Part-time,551,0.557,40919,48,Auto,1,0.429,0,0.7656,0,0,Prior default history,Low credit score
APP-00301,EU,44,35-49,Female,1,61360,Unemployed,713,0.417,38377,24,Small business,0,0.81,0,0.1488,1,0,Approved,Approved
APP-00302,US,27,25-34,Female,1,140394,Self-employed,808,0.42,56296,24,Auto,1,0.597,0,0.0673,1,0,Approved,Approved
APP-00303,EU,61,50-64,Female,1,43427,Unemployed,640,0.322,59310,60,Credit card consolidation,0,0.603,1,0.1654,1,0,Approved,Approved
APP-00304,US,64,50-64,Male,0,41029,Self-employed,707,0.49,13010,36,Credit card consolidation,0,0.498,0,0.1171,1,0,Approved,Approved
APP-00305,UK,30,25-34,Female,1,46160,Part-time,675,0.297,62240,60,Home improvement,0,0.438,0,0.0996,1,0,Approved,Approved
APP-00306,US,64,50-64,Female,0,27796,Full-time,782,0.085,87761,84,Auto,0,0.93,0,0.031,1,0,Approved,Approved
APP-00307,US,68,65+,Male,0,46713,Full-time,683,0.27,47613,60,Credit card consolidation,0,0.455,0,0.0646,1,0,Approved,Approved
APP-00308,US,75,65+,Female,1,60090,Full-time,653,0.376,5841,84,Home improvement,0,0.621,0,0.1776,1,0,Approved,Approved
APP-00309,US,49,35-49,Female,0,52888,Full-time,757,0.22,31490,36,Small business,0,0.678,0,0.0348,1,0,Approved,Approved
APP-00310,US,20,18-24,Male,0,54448,Unemployed,720,0.528,48587,48,Credit card consolidation,0,0.334,0,0.1215,1,0,Approved,Approved
APP-00311,Singapore,45,35-49,Female,1,25282,Full-time,695,0.271,26472,36,Education,0,0.637,0,0.0725,1,0,Approved,Approved
APP-00312,EU,32,25-34,Female,1,58736,Part-time,796,0.23,28435,36,Home improvement,0,0.527,0,0.0237,1,0,Approved,Approved
APP-00313,EU,41,35-49,Male,0,53085,Full-time,825,0.327,36185,48,Small business,0,0.535,0,0.0262,1,0,Approved,Approved
APP-00314,US,21,18-24,Female,1,46537,Full-time,607,0.208,12210,36,Credit card consolidation,1,0.316,0,0.1597,1,0,Approved,Approved
APP-00315,EU,64,50-64,Male,0,56380,Full-time,627,0.061,18441,36,Home improvement,0,0.534,0,0.0479,1,0,Approved,Approved
APP-00316,EU,18,18-24,Male,1,101129,Full-time,501,0.435,55652,60,Education,0,0.3,1,0.3201,0,0,Low credit score,High debt-to-income ratio
APP-00317,EU,68,65+,Male,1,49815,Full-time,715,0.22,65390,84,Personal,0,0.531,0,0.0505,1,0,Approved,Approved
APP-00318,Singapore,20,18-24,Male,0,48740,Full-time,653,0.265,21094,36,Education,0,0.465,0,0.0707,1,0,Approved,Approved
APP-00319,EU,65,65+,Male,0,83390,Full-time,637,0.184,8226,36,Personal,0,0.548,0,0.0581,1,0,Approved,Approved
APP-00320,UK,54,50-64,Male,1,47988,Full-time,553,0.229,21351,12,Home improvement,1,0.766,0,0.4103,0,0,Prior default history,Low credit score
APP-00321,EU,19,18-24,Male,1,65754,Self-employed,814,0.155,15099,36,Home improvement,0,0.549,0,0.011,1,0,Approved,Approved
APP-00322,EU,54,50-64,Male,0,46684,Full-time,705,0.365,63254,48,Credit card consolidation,0,0.278,0,0.0611,1,0,Approved,Approved
APP-00323,Singapore,26,25-34,Male,0,74574,Full-time,732,0.087,39952,84,Education,0,0.421,0,0.0167,1,0,Approved,Approved
APP-00324,EU,57,50-64,Female,0,45558,Part-time,441,0.395,25843,36,Home improvement,1,0.339,1,0.7703,0,0,Low credit score,Prior default history
APP-00325,US,32,25-34,Male,0,127819,Full-time,692,0.209,16576,48,Credit card consolidation,0,0.342,0,0.0227,1,0,Approved,Approved
APP-00326,EU,42,35-49,Female,0,130752,Full-time,745,0.165,20149,24,Personal,0,0.609,0,0.0155,1,0,Approved,Approved
APP-00327,EU,33,25-34,Female,0,36181,Part-time,659,0.123,97836,12,Home improvement,0,0.58,1,0.0594,1,0,Approved,Approved
APP-00328,US,22,18-24,Female,1,20720,Full-time,575,0.202,30011,36,Credit card consolidation,1,0.683,0,0.3127,0,0,Prior default history,Low credit score
APP-00329,Singapore,28,25-34,Female,1,36241,Full-time,792,0.464,25293,36,Credit card consolidation,0,0.33,0,0.042,1,0,Approved,Approved
APP-00330,US,43,35-49,Male,0,38221,Part-time,717,0.214,38039,36,Home improvement,1,0.498,0,0.1229,1,0,Approved,Approved
APP-00331,US,41,35-49,Male,0,32166,Self-employed,822,0.292,38973,12,Education,0,0.475,0,0.0177,1,0,Approved,Approved
APP-00332,US,26,25-34,Female,1,121409,Full-time,614,0.293,25248,12,Credit card consolidation,0,0.463,0,0.0672,1,0,Approved,Approved
APP-00333,Singapore,44,35-49,Female,1,32665,Full-time,627,0.209,27490,60,Auto,0,0.602,0,0.1132,1,0,Approved,Approved
APP-00334,US,23,18-24,Male,0,38244,Full-time,790,0.257,28179,12,Personal,0,0.72,0,0.0264,1,0,Approved,Approved
APP-00335,US,72,65+,Female,0,118513,Full-time,688,0.479,46405,60,Credit card consolidation,0,0.674,0,0.1293,1,0,Approved,Approved
APP-00336,EU,69,65+,Male,1,61003,Full-time,691,0.076,13145,60,Personal,0,0.354,0,0.0225,1,0,Approved,Approved
APP-00337,US,28,25-34,Male,1,162397,Full-time,758,0.233,135060,60,Credit card consolidation,0,0.71,0,0.0205,1,0,Approved,Approved
APP-00338,EU,34,25-34,Female,0,46506,Full-time,668,0.344,42789,60,Personal,0,0.681,1,0.126,1,0,Approved,Approved
APP-00339,EU,28,25-34,Male,0,166435,Part-time,782,0.344,19771,60,Home improvement,0,0.503,0,0.0263,1,0,Approved,Approved
APP-00340,EU,21,18-24,Female,0,51609,Part-time,699,0.177,61943,60,Credit card consolidation,0,0.599,0,0.0473,1,0,Approved,Approved
APP-00341,US,36,35-49,Female,1,199539,Full-time,608,0.302,58069,36,Personal,0,0.367,0,0.0545,1,0,Approved,Approved
APP-00342,US,65,65+,Female,0,69712,Full-time,721,0.207,22975,36,Personal,0,0.451,0,0.0294,1,0,Approved,Approved
APP-00343,EU,65,65+,Male,0,64775,Full-time,644,0.112,55810,24,Auto,0,0.47,0,0.0448,1,0,Approved,Approved
APP-00344,US,58,50-64,Female,1,18577,Self-employed,715,0.135,44887,48,Personal,0,0.468,0,0.0306,1,0,Approved,Approved
APP-00345,US,38,35-49,Female,1,29636,Self-employed,689,0.259,130320,36,Credit card consolidation,0,0.375,0,0.0514,1,0,Approved,Approved
APP-00346,EU,19,18-24,Female,0,28804,Full-time,527,0.218,37177,36,Auto,1,0.479,1,0.407,0,0,Low credit score,Prior default history
APP-00347,Singapore,23,18-24,Male,1,36578,Full-time,722,0.22,69380,84,Auto,0,0.539,0,0.052,1,0,Approved,Approved
APP-00348,US,65,65+,Male,1,46328,Full-time,565,0.425,46793,36,Credit card consolidation,0,0.754,1,0.3491,0,0,Low credit score,Elevated regional portfolio risk
APP-00349,EU,49,35-49,Female,1,90183,Full-time,740,0.148,23581,24,Credit card consolidation,0,0.365,0,0.0133,1,0,Approved,Approved
APP-00350,EU,30,25-34,Female,1,61825,Full-time,584,0.241,34147,48,Home improvement,1,0.814,1,0.3756,0,0,Prior default history,Low credit score
APP-00351,UK,22,18-24,Male,0,36717,Full-time,663,0.387,10328,84,Auto,0,0.817,0,0.2093,0,1,Elevated regional portfolio risk,High debt-to-income ratio
APP-00352,US,44,35-49,Male,0,46834,Full-time,721,0.398,46153,60,Auto,0,0.218,0,0.0681,1,0,Approved,Approved
APP-00353,Singapore,44,35-49,Male,0,87710,Part-time,678,0.385,184067,24,Credit card consolidation,0,0.603,1,0.1135,1,0,Approved,Approved
APP-00354,US,57,50-64,Male,0,37068,Full-time,550,0.399,34209,24,Credit card consolidation,0,0.702,0,0.3342,0,0,Low credit score,Elevated regional portfolio risk
APP-00355,US,59,50-64,Male,0,62012,Part-time,583,0.287,39098,60,Personal,1,0.493,1,0.377,0,0,Prior default history,Low credit score
APP-00356,US,70,65+,Male,0,137867,Part-time,685,0.449,19381,60,Small business,1,0.639,0,0.2993,0,0,Prior default history,High debt-to-income ratio
